"","group","user_login","primary_group"
"1030","CWF Bioblitzes","murderzeppelin",NA
"1031","CWF Bioblitzes","mutaheram",NA
"1032","CWF Bioblitzes","myaroach",NA
"1033","CWF Bioblitzes","mycoastro",NA
"1034","CWF Bioblitzes","natalia_gala",NA
"1035","CWF Bioblitzes","natalie_n_nature",NA
"1036","CWF Bioblitzes","natalie_parsons",NA
"1037","CWF Bioblitzes","natasharees",NA
"1038","CWF Bioblitzes","nati48",NA
"1039","CWF Bioblitzes","naturalist124363",NA
"1040","CWF Bioblitzes","nature_asian",NA
"1041","CWF Bioblitzes","naturenickpics",NA
"1042","CWF Bioblitzes","nauglej",NA
"1043","CWF Bioblitzes","ne03m0",NA
"1044","CWF Bioblitzes","neil6383",NA
"1045","CWF Bioblitzes","newfie1",NA
"1046","CWF Bioblitzes","nickknutson",NA
"1047","CWF Bioblitzes","nickynanc",NA
"1048","CWF Bioblitzes","nikolas94",NA
"1049","CWF Bioblitzes","nina49376",NA
"1050","CWF Bioblitzes","ninajunk",NA
"1051","CWF Bioblitzes","nixieolivia",NA
"1052","CWF Bioblitzes","noah_mcintyre",NA
"1053","CWF Bioblitzes","noah_mcmullen",NA
"1054","CWF Bioblitzes","noahphillips",NA
"1055","CWF Bioblitzes","nolanwood","GCB Grantees"
"1056","CWF Bioblitzes","nonaya",NA
"1057","CWF Bioblitzes","noodlecrayon",NA
"1058","CWF Bioblitzes","norbertpalooza",NA
"1059","CWF Bioblitzes","nowaln",NA
"1060","CWF Bioblitzes","nyhofs",NA
"1061","CWF Bioblitzes","olevert",NA
"1062","CWF Bioblitzes","oloktaev",NA
"1063","CWF Bioblitzes","operating_potato",NA
"1064","CWF Bioblitzes","oscarjarsky",NA
"1065","CWF Bioblitzes","ottleys",NA
"1066","CWF Bioblitzes","ouedraogoi",NA
"1067","CWF Bioblitzes","ozandlu",NA
"1068","CWF Bioblitzes","parzudak","GCB Grantees"
"1069","CWF Bioblitzes","patrickgoa",NA
"1070","CWF Bioblitzes","payton51918",NA
"1071","CWF Bioblitzes","pennycanoe",NA
"1072","CWF Bioblitzes","pennyjag",NA
"1073","CWF Bioblitzes","pepe_rodriguez",NA
"1074","CWF Bioblitzes","petalpusherr",NA
"1075","CWF Bioblitzes","peteryu1",NA
"1076","CWF Bioblitzes","peygeon",NA
"1077","CWF Bioblitzes","physicsdave",NA
"1078","CWF Bioblitzes","pimsixl",NA
"1079","CWF Bioblitzes","polarbear2024",NA
"1080","CWF Bioblitzes","priyadhillon",NA
"1081","CWF Bioblitzes","psokoloff",NA
"1082","CWF Bioblitzes","ptpayson",NA
"1083","CWF Bioblitzes","pudgythegudge",NA
"1084","CWF Bioblitzes","pyperjoy",NA
"1085","CWF Bioblitzes","qednesdate",NA
"1086","CWF Bioblitzes","qiandaizi",NA
"1087","CWF Bioblitzes","rachel_swenie",NA
"1088","CWF Bioblitzes","radama",NA
"1089","CWF Bioblitzes","raddad",NA
"1090","CWF Bioblitzes","radicalice",NA
"1091","CWF Bioblitzes","rainyd42",NA
"1092","CWF Bioblitzes","rangerg10",NA
"1093","CWF Bioblitzes","rdclugston",NA
"1094","CWF Bioblitzes","rebecca_barkhouse",NA
"1095","CWF Bioblitzes","rebecca_calder",NA
"1096","CWF Bioblitzes","redan1",NA
"1097","CWF Bioblitzes","redherron",NA
"1098","CWF Bioblitzes","reese_jolicoeur",NA
"1099","CWF Bioblitzes","relativelyfungi9",NA
"1100","CWF Bioblitzes","reynolds33",NA
"1101","CWF Bioblitzes","rfdgrs",NA
"1102","CWF Bioblitzes","rgilden","Blitz the Gap"
"1103","CWF Bioblitzes","rgregory2456",NA
"1104","CWF Bioblitzes","rio_espena",NA
"1105","CWF Bioblitzes","riobservesthings",NA
"1106","CWF Bioblitzes","rissalev2234",NA
"1107","CWF Bioblitzes","rlabelle",NA
"1108","CWF Bioblitzes","roanan_d",NA
"1109","CWF Bioblitzes","robertgbrown",NA
"1110","CWF Bioblitzes","robidium",NA
"1111","CWF Bioblitzes","rosep3",NA
"1112","CWF Bioblitzes","roslyn_acosta",NA
"1113","CWF Bioblitzes","rrfc",NA
"1114","CWF Bioblitzes","rwinslow12345",NA
"1115","CWF Bioblitzes","rylansmig",NA
"1116","CWF Bioblitzes","ryrudy",NA
"1117","CWF Bioblitzes","sabinemd",NA
"1118","CWF Bioblitzes","sagekuehn",NA
"1119","CWF Bioblitzes","sahina1",NA
"1120","CWF Bioblitzes","saja41391",NA
"1121","CWF Bioblitzes","saltmarsh2",NA
"1122","CWF Bioblitzes","sam_jean",NA
"1123","CWF Bioblitzes","samdubeau",NA
"1124","CWF Bioblitzes","samuellesp_cwf","Blitz the Gap"
"1125","CWF Bioblitzes","sancic",NA
"1126","CWF Bioblitzes","sandhud25",NA
"1127","CWF Bioblitzes","sandwich",NA
"1128","CWF Bioblitzes","sandwich",NA
"1129","CWF Bioblitzes","sara_yac","Blitz the Gap"
"1130","CWF Bioblitzes","sarah_33",NA
"1131","CWF Bioblitzes","sarahletourneau",NA
"1132","CWF Bioblitzes","sarahlively",NA
"1133","CWF Bioblitzes","sarahwilkie",NA
"1134","CWF Bioblitzes","sav_spi",NA
"1135","CWF Bioblitzes","savannahxiao",NA
"1136","CWF Bioblitzes","schmeather",NA
"1137","CWF Bioblitzes","scotian25",NA
"1138","CWF Bioblitzes","scott1272",NA
"1139","CWF Bioblitzes","scottdwilson",NA
"1140","CWF Bioblitzes","scottmacauley",NA
"1141","CWF Bioblitzes","sdsoutthere",NA
"1142","CWF Bioblitzes","selena_benjamin",NA
"1143","CWF Bioblitzes","selena_benjamin",NA
"1144","CWF Bioblitzes","semple",NA
"1145","CWF Bioblitzes","serena2412",NA
"1146","CWF Bioblitzes","sev_envs",NA
"1147","CWF Bioblitzes","shaunaforrestall",NA
"1148","CWF Bioblitzes","shaunaforrestall",NA
"1149","CWF Bioblitzes","shawnb2","BC Biodiversity 2025 Team"
"1150","CWF Bioblitzes","shaylee53653",NA
"1151","CWF Bioblitzes","sheilamax",NA
"1152","CWF Bioblitzes","sher12",NA
"1153","CWF Bioblitzes","shermchar",NA
"1154","CWF Bioblitzes","shirleym2004",NA
"1155","CWF Bioblitzes","siennahorodecki",NA
"1156","CWF Bioblitzes","siennak23",NA
"1157","CWF Bioblitzes","simon4049",NA
"1158","CWF Bioblitzes","skei",NA
"1159","CWF Bioblitzes","skitty27",NA
"1160","CWF Bioblitzes","smacnay",NA
"1161","CWF Bioblitzes","smdeals",NA
"1162","CWF Bioblitzes","solakono",NA
"1163","CWF Bioblitzes","sophie0212",NA
"1164","CWF Bioblitzes","souzanne",NA
"1165","CWF Bioblitzes","splendid_jelly",NA
"1166","CWF Bioblitzes","sstarratt999",NA
"1167","CWF Bioblitzes","starblood",NA
"1168","CWF Bioblitzes","stephbrulot","Blitz the Gap"
"1169","CWF Bioblitzes","stockfalcon",NA
"1170","CWF Bioblitzes","summersidediver",NA
"1171","CWF Bioblitzes","sunny1459",NA
"1172","CWF Bioblitzes","susanna47882",NA
"1173","CWF Bioblitzes","swampcandle",NA
"1174","CWF Bioblitzes","sydcoy",NA
"1175","CWF Bioblitzes","sydneycan",NA
"1176","CWF Bioblitzes","taegan_trout",NA
"1177","CWF Bioblitzes","tanaz1",NA
"1178","CWF Bioblitzes","tandis",NA
"1179","CWF Bioblitzes","tankade",NA
"1180","CWF Bioblitzes","tatianagolwalla",NA
"1181","CWF Bioblitzes","tedmond1",NA
"1182","CWF Bioblitzes","terriblereptiles77",NA
"1183","CWF Bioblitzes","tess_6",NA
"1184","CWF Bioblitzes","tessbk05",NA
"1185","CWF Bioblitzes","thatkidash",NA
"1186","CWF Bioblitzes","the-creature",NA
"1187","CWF Bioblitzes","theamarti",NA
"1188","CWF Bioblitzes","thelonehick",NA
"1189","CWF Bioblitzes","thomas69198",NA
"1190","CWF Bioblitzes","thomas_lewis3",NA
"1191","CWF Bioblitzes","thomasbarbin","GCB Grantees"
"1192","CWF Bioblitzes","thomaslomdaridze",NA
"1193","CWF Bioblitzes","trainee80",NA
"1194","CWF Bioblitzes","travis33093",NA
"1195","CWF Bioblitzes","troulston",NA
"1196","CWF Bioblitzes","tschuss",NA
"1197","CWF Bioblitzes","tsmcenery",NA
"1198","CWF Bioblitzes","tuyetnhut",NA
"1199","CWF Bioblitzes","tybudreau",NA
"1200","CWF Bioblitzes","udhaysekhon",NA
"1201","CWF Bioblitzes","v_moss",NA
"1202","CWF Bioblitzes","vanshipatel",NA
"1203","CWF Bioblitzes","victorgrivegneedumoulin",NA
"1204","CWF Bioblitzes","vintagefeverdream",NA
"1205","CWF Bioblitzes","violetdale",NA
"1206","CWF Bioblitzes","wags2424",NA
"1207","CWF Bioblitzes","wakinya",NA
"1208","CWF Bioblitzes","wandering_tulipp",NA
"1209","CWF Bioblitzes","wendi_brandon",NA
"1210","CWF Bioblitzes","wertze",NA
"1211","CWF Bioblitzes","wf_guider",NA
"1212","CWF Bioblitzes","wheatyos",NA
"1213","CWF Bioblitzes","whippet7",NA
"1214","CWF Bioblitzes","whisperingowl",NA
"1215","CWF Bioblitzes","wickerte",NA
"1216","CWF Bioblitzes","wild_free_untamed",NA
"1217","CWF Bioblitzes","wilka1",NA
"1218","CWF Bioblitzes","wilysaw",NA
"1219","CWF Bioblitzes","wisteriawolf16",NA
"1220","CWF Bioblitzes","wizardkris",NA
"1221","CWF Bioblitzes","yan_f",NA
"1222","CWF Bioblitzes","yegbio",NA
"1223","CWF Bioblitzes","yogurtfamxx",NA
"1224","CWF Bioblitzes","zack_t",NA
"1225","CWF Bioblitzes","zedquellen",NA
"1226","CWF Bioblitzes","zefiren",NA
"1227","CWF Bioblitzes","zoezonneveld",NA
"1228","CWF Bioblitzes","zonotrichiaenjoyer",NA
